,C1: 143,C5: 123,C10: 104,C13: 73,C18: 62,C29: 60,C14: 29,C37: 53,C26: 26,C42: 24,C40: 18,C8: 17,C4: 18,C47: 46,C2: 16,C20: 15,C7: 15,C12: 14,C24: 8,C38: 7,C27: 7,C41: 6,C52: 6,C51: 5,C53: 5,C43: 4,C15: 4,C9: 3,C25: 3,C32: 3,C35: 2,C46: 8,C17: 8,C36: 5,C23: 5,C50: 4,C16: 4,C3: 3,C48: 3,C30: 3,C31: 7,C34: 2,C6: 2,C21: 2,C33: 2,C39: 2,C44: 2,C19: 2,C28: 1,C45: 1,C49: 1,C22: 1,C11: 5
C1: 143,0.0,0.00012811978619949323,0.0009551182609158806,0.005495962226267225,0.00865074664121138,0.0091596626279067,0.011074276588328623,0.011351078473805695,0.011820269442897284,0.012022610770143676,0.012566013667091376,0.013063433542184056,0.013413943898728395,0.0135902842194873,0.014380479801957446,0.014682544401398644,0.014682544401398644,0.015167656204531584,0.017442604063818475,0.017810669730276358,0.018279261976332558,0.01870259408719352,0.018885009235924004,0.018975620122285108,0.01914164433497199,0.01982720798798707,0.020277968246579632,0.02070218624528888,0.02082761091335257,0.02088166004887451,0.022200938963876992,0.02302249210063756,0.02312272071640124,0.02326212119855213,0.023294651351888133,0.02363069871577506,0.023640106442523724,0.02395576578343643,0.02396048212222,0.02396360594882876,0.02428681676010028,0.024305919939538588,0.02430595270457651,0.024305956317305453,0.0243063156800445,0.02430738142901997,0.024309539500248854,0.024312351305551608,0.024652122848363253,0.024652122848363253,0.024652122848363253,0.024652122848363253,0.02547474760506787
Deviation,-,15%,35%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%
NodeOverlap,143,123,104,73,62,60,29,53,26,24,18,17,18,46,16,15,15,14,8,7,7,6,6,5,5,4,4,3,3,3,2,8,8,5,5,4,4,3,3,3,7,2,2,2,2,2,2,2,1,1,1,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C2: 16,C4: 18,C20: 15,C7: 15,C12: 14,C26: 26,C14: 29,C42: 24,C8: 17,C1: 143,C5: 123,C10: 104,C40: 18,C13: 73,C18: 62,C29: 60,C24: 8,C37: 53,C47: 46,C38: 7,C27: 7,C41: 6,C52: 6,C51: 5,C36: 5,C23: 5,C53: 5,C50: 4,C43: 4,C16: 4,C17: 8,C48: 3,C3: 3,C15: 4,C31: 7,C46: 8,C9: 3,C25: 3,C32: 3,C33: 2,C30: 3,C44: 2,C19: 2,C39: 2,C6: 2,C34: 2,C21: 2,C11: 5,C22: 1,C28: 1,C45: 1,C49: 1,C35: 2
C2: 16,0.0,0.00026351108992385327,0.0008098497330404558,0.0008098497330404558,0.0010589933724406866,0.007233604406468467,0.007726530508790547,0.00937652383743986,0.011668002142591729,0.014380479801957446,0.014597951477759587,0.015229982608873512,0.016342442294083468,0.018816825381352573,0.019478993418787977,0.020412830486932945,0.021871729734701445,0.02298506210201034,0.02310835935043996,0.02812529749172012,0.030331441014947405,0.049294944241533634,0.04932670120706695,0.053213071133746265,0.06611661059414307,0.06614740346186966,0.07286405844079151,0.08126773484253258,0.09011007248532896,0.09099727204947154,0.09521402969924847,0.10194365596112484,0.10335148388039628,0.10875277727890847,0.11368490704669935,0.12487097934301125,0.12888812752439746,0.13730613059241664,0.13909450322497555,0.1559698912653279,0.1573358935902865,0.1778944372711259,0.17792172503816306,0.17797336511863282,0.17829715434918933,0.1783448118144008,0.17851419872640858,0.1859047920240744,0.19637827699443008,0.19637827699443008,0.19637827699443008,0.19637827699443008,0.2057445417436208
Deviation,-,10%,10%,10%,15%,30%,35%,35%,40%,45%,45%,45%,45%,50%,50%,50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%,>50%
NodeOverlap,16,16,14,15,14,1,1,1,0,16,0,1,0,1,0,0,7,0,0,7,7,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
